title,is_complite,genre,author,synopsis,price,total_episode,comment,img_link
묵향 [단행본],연재중,무협,전동조,"1. 이 책은

무공의 끝을 보고자 했던 인간을 주변은 그냥 두지 않았고, 필연적으로 얽히고설킨 은원의 굴레에서 사상 최악의 악마로 회자되는 묵향, 그러나 그는 ‘위대한 마인’의 길을 걷는 진정한 대인(大人)으로 오롯이 무의 궁극을 추구하는 자이다. 드래곤보다 더 드래곤 같은 인간!
음모에 빠져 무림과 판타지 대륙을 넘나들며 1백 년간의 삶을 살아온 ‘묵향’. 수십 년 만에 무림으로 돌아온 그는 그간의 은원을 정리하고자 나서고, 혼란 가득한 중원을 정리해 나가기 시작한다.
독자들은 이제 서서히 그 대미를 향해 달리는 대작의 풍미를 만끽할 수 있을 것이다.



2. 작가 소개

작가 전동조
PC통신에서 연재한 ‘다크 스토리 시리즈’인 『묵향』,『다크 레이디』,『묵향의 귀환』 3부작으로 대한민국 판타지계의 한 획을 그은 작가 전동조.
그의 작품은 무협과 판타지를 넘나들며 시공간을 초월하는 전혀 새로운 타입으로, 판타지 장르의 새 지평을 열었다는 호평을 얻었다. 작품 전반에 깔린 파격적이면서도 치밀한 구성과 극적인 반전. 때문에 그의 글은 마치 한편의 대하드라마를 보는 것 같다는 찬사를 받고 있다.
작가는 이제 또 하나의 새로운 전설이 될 다크 스토리 시리즈, 부활의 장을 여러분에게 선보인다.",9,37,1619,https://comicthumb-phinf.pstatic.net/20221117_237/pocket_1668660110709EprEp_JPEG/%B9%AC%C7%E2_37%B1%C7.jpg?type=m260
폭군을 길들이는 방법 [독점],완결,로맨스,강하다,"“아악! 정말 나한테 왜 이래요?!” “책임져. 니가 나를 멈춰놨잖아.” 본능이 폭주하는 31세기 남자, 강이안! 미모가 폭발하는 21세기 여자, 백화를 만나다! 서울의 한 외진 골목. 월계동의 프리마돈나 백화는 묘한 눈동자를 가진 폭군 강이안과 마주한다. 위기에 놓여 이성을 잃고 폭주하는 그를 심장박동만으로 완벽하게 멈춰버린 그녀. 그 순간, 강이안은 다짐했다. 이 여자를 어떻게든 붙잡고야 말겠다고. 그 순간, 백화는 결심했다. 이 남자에게서 어떻게든 도망치고야 말겠다고. 힘 센 남자와 기 센 여자가 펼치는 케미폭발 로맨스.
				",1,108,802,https://comicthumb-phinf.pstatic.net/20150428_23/pocket_14302100264315FLNM_JPEG/cover.jpg?type=m260
요마전설 [독점],완결,무협,요도 김남재,"수백 년 만에 봉인에서 풀려난 대요괴 백호! 우연히 위기에 처한 월하린을 만나게 된 그는 의도치 않게 그녀를 도와주게 된다. 그 일을 계기로 비밀을 간직한 여인 월하린과 위험천만한 동행을 하게 되는데……. 거칠 것 없는 요괴 백호와 천하절색의 월하린. 둘의 만남과 함께 운명과도 같은 요괴의 전설이 시작된다!
				",1,182,615,https://comicthumb-phinf.pstatic.net/20140916_110/pocket_1410846679208SSbqc_JPEG/%BF%E4%B8%B6%C0%FC%BC%B3_%C7%A5%C1%F6_%C0%CE%C5%B8%C0%CC%C6%B2_%C3%D6%C1%BE.jpg?type=m260
"금혼령, 조선혼인금지령 [외전 추가][독점]",완결,로맨스,천지혜,"7년째 금혼령! 조선 청춘 남녀는 그 누구도 혼인할 수 없다?! 과거 조선에서는 왕비나 세자빈을 간택할 때 백성들의 혼인을 금하는 ‘금혼령’을 내렸다. 그런데 그 금혼령이 7년째 이어졌다고?! 7년 전 세자빈을 잃고 폭군이 되어버린 왕 이헌에게 죽은 세자빈으로 빙의할 수 있다는 여자, 예소랑이 나타난다! 알고 보니 그녀는 신기라곤 하나도 없는 순 사기꾼! 이 빙의가 모두 뻥이었어?! 이제 금혼령을 끝내기 위한 그녀의 통 큰 사기극이 시작된다!
				",1,135,1095,https://comicthumb-phinf.pstatic.net/20151209_207/pocket_1449622509675CMSmd_JPEG/_2_.jpg?type=m260
템빨,연재중,판타지,박새날,"박새날 게임 판타지 장편소설 『템빨』 공사장에서 벽돌 나르고 삽질하는 불운한 인생의 신영우. 그런데 심지어 게임 속에서 노가다라니. 하지만 불운한 인생이라 한탄하던 그에게도 행운이 찾아오는 것인가. 퀘스트 수행을 위하여 북쪽 끝의 동굴로 향한 '그리드'. 그곳에서 '파그마의 기서'를 발견한 그는 레전드리 직업으로 전직하게 되는데…….
				",1,1817,17901,https://comicthumb-phinf.pstatic.net/20230127_39/pocket_1674780910039Jhpyw_JPEG/tem_cover11.jpg?type=m260
무한 레벨업 in 무림 [독점],완결,무협,곤붕,"죽음의 순간, 찾아든 인생 최대의 기연!

[임무를 수행하고 노력하는 만큼 경지가 오르는 세상, 무림 온라인에 오신 걸 환영합니다.]
[지금 접속하시겠습니까?]
[예/아니오]

달칵.

[완료. 그럼 즐거운 시간 되세요.]

이제 금수저 부럽지 않다!
이번 생은 노력에 대한 확실한 대가가 있으니까!
무한 임무! 무한 레벨업!
무림판 흙수저의 무한 노력기!",1,313,7270,https://comicthumb-phinf.pstatic.net/20191022_147/pocket_1571720028442fzr7M_JPEG/cover.jpg?type=m260
운정궁 야사,완결,로판,청몽채화,"청화국의 황태자비 가야는 부족함 없는 생활을 영위하며 살아가지만, 조금도 행복하지 않다.
황태자인 진공과의 부부 사이는 무정하기 이를 데 없고, 황실은 그녀의 숨통을 옥죄는 것만 같다.

위태로운 나날을 이어가던 도중, 진공의 어머니인 민 황후의 명에 의해 가야의 아버지가 처형당한다.
힘겹게 쌓아온 균형이 전부 무너져 내렸다. 눈앞의 모든 현실이 파국으로 치달았다.
그런데도 가야는 자신이 간신히 부여잡고 있는 진공의 손을 놓을 수가 없다.",1,95,312,https://comicthumb-phinf.pstatic.net/20161031_208/pocket_1477897452120S539A_JPEG/cover.jpg?type=m260
컴퍼스 콤플렉스 [독점],완결,로맨스,백묘,"천재적인 차 디자이너 승민은 아버지가 아프다는 말에 본가에 내려가다 차가 고장 나면서 정비사인 현수를 만난다. 현수는 차를 아무렇게나 다루는 그가 못마땅하고, 승민은 여성스럽지 못한 그녀가 마음에 들지 않는다. 하지만 그녀와 엮일수록 승민은 자신이 현수를 사랑한다는 것을 깨닫게 되는데……
개념상실 천재 디자이너와 보이쉬한 천재 정비사의 사랑에 얹혀 진 터보엔진의 마력을 느껴보세요!

* 이 작품은 '네이버 웹소설'(novel.naver.com)에서 연재되었던 작품입니다.",1,71,554,https://comicthumb-phinf.pstatic.net/20140121_29/pocket_1390294714628Nuj0v_JPEG/__.jpg?type=m260
네 입술에 닿으면 [독점],완결,로맨스,로즈빈,"“노래를 잘하면 뭐하나요? 아무도 알아주지 않아요.” 재능이 있지만 늘 밑바닥 생활을 하는 그녀, 설채홍.그런 그녀에게 명품 보컬 백현성이 듀엣을 제안한다. 그럼 평소 좋아해오던 가수 한지오도 볼 수 있는 거겠지? 달콤 상큼 웃음만발 달고나 같은 로맨스, 지금부터 시작할게요.
				",1,78,826,https://comicthumb-phinf.pstatic.net/20150901_64/pocket_1441090322229E6rXu_JPEG/KakaoTalk_20150826_131329723.jpg?type=m260
사랑해 악마,완결,로맨스,장현미,"“지금부터 2시간 후에 결혼식이 있을 거야, 너와 나의.” 바라보기만 해도 눈이 멀 정도로 치명적인 매력의 소유자, 악마 도진우와 그의 계략에 빠져 ‘노예계약’으로 인생을 저당 잡힌 평범하디평범한 소녀 모아미! 두근두근, 학창 시절부터 신혼까지 벌어지는 악마 도진우 VS 순진녀 모아미의 달콤살벌한 사랑 이야기!
				",1,112,594,https://comicthumb-phinf.pstatic.net/20170614_297/pocket_14974218331344uduY_JPEG/__2__.jpg?type=m260
뱀파이어의 키스,완결,로판,하야시,"사라진 신부를 찾아 다시 인간 세상에 나타난 뱀파이어 루베르이. 전대 로드인 렌과의 계약 기간은 3년. 그 안에 서영을 찾지 못하면 루이는 렌에게 몸을 빼앗기게 된다. 이제 그에게 남은 시간은 6개월 남짓.

갑자기 미친 듯이 뛰기 시작하는 그의 심장. 신부의 낙인이 부르는 두근거림을 좇아 날아간 그곳에서 루이는 꽃잎 하나를 발견한다. 꽃잎은 바로 서영의 또 다른 기억 한 조각.

수많은 사람들이 가득한 대학교 축제. 꿈속에서도 잊은 적 없는 목소리를 듣게 된 그는 서영에게 다가가 그녀의 손에 입을 맞춘다. 하지만 서영은 루이를 기억하지 못하는데....",1,95,1282,https://comicthumb-phinf.pstatic.net/20141030_6/pocket_1414656043105MFn56_JPEG/vamkiss_cover.jpg?type=m260
나는 군주다,완결,판타지,철종금,"20년 전 천하를 호령하는 대장군이 되겠다며 산골 마을을 뛰쳐나온 로안.
하지만 20년이 흐른 후 그의 손에 쥐여진 건 돈 몇 푼과 제1군단 소속 창병이라는 말단 직 뿐.
결국 전쟁터의 싸늘한 시체가 되고 마는데.
어쩐 일인지 과거로 되돌아왔다.",1,348,2476,https://comicthumb-phinf.pstatic.net/20160826_254/pocket_14721836717286fxj2_JPEG/iml.jpg?type=m260
시니컬 황후,완결,로판,은빈,"""사랑받자고 당신 곁에 있는 게 아닙니다. 황후가 황제의 비라 하셨습니까. 아니요, 전 그저 황후란 이름의 허수아비일 뿐입니다. "" 눈이 보이지 않는 차가운 그녀, 황후와 ""두려운 것 뿐이다. 또다시 잃게 될까봐."" 사랑 따윈 메마른 차가운 그, 황제가 마주보고 서있다. 흩날리는 벚꽃잎 아래 흐르는 그들의 은은하고도 시니컬한 황실로맨스. 시린 차가움 끝에 따뜻한 봄바람이 불기를...
				",1,82,513,https://comicthumb-phinf.pstatic.net/20141013_67/pocket_1413167849673GvVX9_JPEG/%BD%C3%B4%CF%C4%C3%C8%B2%C8%C4_%C7%A5%C1%F6.jpg?type=m260
노블레스S [독점],완결,판타지,손제호,"'웹툰 노블레스' 에서 공개되지 않은 이야기.그들의 스페셜한 스쿨라이프.
				",1,47,745,https://comicthumb-phinf.pstatic.net/20120514_113/pocket_1336958921284w5WTc_JPEG/s_re.jpg?type=m260
너라는 명작 [독점],완결,로판,남꽃분,"계획된 사고로 옥상에서 추락한 다인. 억울한 죽음의 끝자락에서 한 남자를 만났다. 정확히는 덮쳤지, 머리 위를.

그럼에도 무사했다. 놀라운 게 그뿐이랴. 분명 대한민국 하늘에서 떨어졌는데 종착지는 제 세상이 아니다.

그렇게 밤하늘을 가로질러 신의 품으로 떨어지던 때, 두 사람만 눈치 못 챈 달콤함 운명이 시작되었으니.

“너, 나한테 끼 부리지 마.”

잃을 것이 많아 두려운 인간 여자 주다인과

“나한테 베팅해. 이기게 해줄게.”

밀당 따윈 필요 없는 직진 본능, 신. 그들이 보여주는 짠하면서도 달달한 로맨스 판타지.",1,99,1393,https://comicthumb-phinf.pstatic.net/20160530_279/pocket_1464582730916PqXzp_JPEG/cover.jpg?type=m260
숨결 [독점],완결,로맨스,훈자,"어느 날 홀연히 아버지의 손을 잡고 나타난 여동생, 그녀와 시선을 마주한 순간 그는 운명처럼 직감했다. 하루하루 살얼음판을 걷는 것과 같은 이 집에서 자신의 숨통을 트이게 해줄 유일한 안식처가 될 것이라, 유일한 나의 편이 되어 줄 것이라, 하지만 그런 바람이 커질수록 집착하게 되고, 삐뚤어진 표현 방식은 결국 멈춰 있던 잔인한 운명의 톱니바퀴를 움직이게 만드는데......,이복 남매의 사랑, 슬픈 결말을 예고하는 사랑이 지금 시작된다.
				",1,77,345,https://comicthumb-phinf.pstatic.net/20140528_155/pocket_1401238218132KN5fN_JPEG/%BC%FB%B0%E1_%C7%A5%C1%F6.jpg?type=m260
엘리와 늑대의 메르헨 [독점],완결,로판,항낭,"인간과 수인(獸人)이 공존하며 살아가는 머덜랜드.
몰락 백작가의 여식인 엘리는 갑작스러운 혼사로 13월의 공작을 따라 그의 집에서 생활하게 된다.
그러나 ‘엘리제’라 칭해지며 위협받던 그녀는 이번 혼사에 큰 내막이 있음을 알게 되는데……
왕위의 상징 ‘죄의 왕관’을 둘러싸고 시작되는 메르헨 판타지.",1,95,712,https://comicthumb-phinf.pstatic.net/20140923_48/pocket_1411449193823kt2eB_JPEG/%C0%CE%C5%B8%C0%CC%C6%B2.jpg?type=m260
이드 [개정판],연재중,판타지,김대우,"어느 날 원인 모를 빛 무리와 함께 차원의 벽을 넘은 예천화. 어쩌다 보니 드래곤 그래이드론의 능력을 이어받고 마법검 라미아의 주인도 되었다. 이드라는 새로운 이름으로 중원에 돌아가기 위한 여행이 시작된다.
				",1,1377,1950,https://comicthumb-phinf.pstatic.net/20170222_235/pocket_1487752938034kWxJk_JPEG/%28720x972%29.jpg?type=m260
여왕님 뜻대로 [독점],완결,로맨스,백묘,"“내 여왕님은 참…… 귀엽단 말이야.”어느 날 갑자기 이웃집에 나타난 잘생긴 미친놈 민성현.
달콤한 향기를 풍기는 그로 인해, 겹겹이 쌓은 재인의 차가운 마음이 자꾸만 녹아내리려 하는데.....
상처 입은 여왕님과 그런 그녀를 한 품에 끌어안아 줄 훌륭한 집사님의 뜨거운 로맨틱 코미디!",1,106,420,https://comicthumb-phinf.pstatic.net/20151021_112/pocket_14453867450211KtJP_JPEG/_.jpg?type=m260
강호제일 해결사 [독점],완결,무협,장담,"상대가 반항하지 않으면 죽이지 못하는 반쪽 살수, 사운평.
고향으로 돌아간 그는 살수의 길 대신 해결사의 길을 택한다.
그런데 어느 날, 살인청부를 받게 되고…….
그때부터 사운평의 사랑과 복수, 천하제일 해결사가 되기 위한 좌충우돌 강호종횡이 시작되는데…….",1,201,236,https://comicthumb-phinf.pstatic.net/20201207_116/pocket_1607322468735BGiPV_JPEG/148979_.jpg?type=m260
계웅삼전기,완결,판타지,가우리,"계웅삼 전기


강철의 열제-이계정벌기, 그 새로운 이야기.

그리운 고향으로 돌아가기 위한 마법진 실험은 시작되고…….
하지만 모든 계획은 전날 밤에 틀어져 버렸다.
빛에 온몸이 휩싸인 순간, 그제야 그것을 알았다.
한밤의 노상방뇨가 부른 참사.
열제와 계웅삼이 사라졌다!

“술이 덜 깼나?”
아니면 꿈이거나…….
계웅삼, 또 다른 세상에서 그의 사투가 시작된다!

필명 가우리
본명 임동원
1976년생
2010 ~ 現작가집단 은자림 대표
2010 ~ 現한국판타지스토리텔링 협회 이사
2010 ~ 現게임114 스토리텔링팀 총괄

주요 작품 : 강철의 열제, 폭풍의 제왕, 무위투쟁록, 시티 블레이더(카발2 웹툰 시나리오)",1,91,769,https://comicthumb-phinf.pstatic.net/20140905_241/pocket_1409909837501zOxYb_JPEG/%B0%E8%BF%F5%BB%EF_%B1%B3%C3%BC_%C7%A5%C1%F6.jpg?type=m260
마신전설,완결,현판,김강현,"개운하게 눈을 뜬 어느 날, 하루치의 기억이 몽땅 사라진 사실을 안 강진우. 잃어버린 하루 동안 자신이 벌인 일 때문에 여러가지 일을 겪는다. 자신에게 벌어진 일에 대해 차근차근 알아가던 중, 자신이 잠든 사이에 또 다른 자신이 남긴 동영상을 발견하는데…….
				",1,182,284,https://comicthumb-phinf.pstatic.net/20150107_72/pocket_14206122886889G2fp_JPEG/%B8%B6%BD%C5%C0%FC%BC%B3_%C7%A5%C1%F6_title.jpg?type=m260
그리고 우리는 이혼했다,완결,로맨스,효월(김시현),"“이혼하자. 너랑 결혼한 걸…… 후회해.”
말 못할 비밀을 간직한 채 이혼을 택한 그 여자, 은수인.

“그래, 네가 원하는 대로 꺼져 줄 테니까 잘 살아 봐.”
그녀를 오해하고, 미워하고, 끝없이 그리워했던 그 남자, 강주로.

스물하나, 서로밖에 모를 정도로 미친 듯이 사랑해서 결혼했다.
스물둘, 결혼의 현실은 무거웠고 감당하기엔 벅찼다.

그리고 우리는 이혼했다.

8년 후 서른, 그럼에도 아직…… 그대가 그립다.",1,60,150,https://comicthumb-phinf.pstatic.net/20160429_13/pocket_1461914459049ESwJJ_JPEG/cover.jpg?type=m260
정령왕 엘퀴네스[개정판][연재 판타지],완결,판타지,이환,"강지훈은 평범하기 짝이 없는 고등학생이었다. 우연히 당한 교통사고로 사망한 뒤, 명계에서 자신이 ‘인간으로 잘못 태어난 물의 정령왕 엘퀴네스’라는 사실을 알게 된다.
“물의 정령을 만들라니? 어떻게 하는 건데?”
인간으로 잘못 태어났던 물의 정령왕 엘퀴네스의 좌충우돌 모험기!",1,656,3101,https://comicthumb-phinf.pstatic.net/20170221_230/pocket_1487662388446lpikr_JPEG/__.jpg?type=m260
오빠의 정석,완결,로맨스,플아다,"통역사가 되어 13년 만에 귀국한 희주의 한국생활은 처음부터 시끌벅적하다. 연락두절이었던 옆집오빠 최용이 집착쩌는 룸메이트를 자처한 것! 더불어 대기업 사장님 도현까지 그녀를 쫓아다니니 희주는 하루하루가 벅찬데…….
‘자칭’ 로맨스계의 먼치킨 최용과, 노력형 재벌 3세 도현의 여희주 차지하기 삼각로맨스.
그리고 세상에서 가장 로맨틱한 동생바보 오빠이야기.",1,78,390,https://comicthumb-phinf.pstatic.net/20150423_205/pocket_1429790811565nNvA1_JPEG/%BF%C0%BA%FC%C0%C7_%C1%A4%BC%AE_%C7%A5%C1%F6%28%C0%CE%C5%B8%C0%CC%C6%B2%29.jpg?type=m260
마왕의 게임,완결,판타지,니콜로,"『경영의 대가』, 『아레나, 이계사냥기』 니콜로 작가의 신작!

마계 군주들의 치열한 서열전.
궁지에 몰린 악마군주 그레모리가 불패의 명장을 소환하지만

“저 프로게이머인데요?”

e스포츠의 전설 이신, 악마들의 싸움에 끼어들다!",1,574,1972,https://comicthumb-phinf.pstatic.net/20160905_271/pocket_1473035000552cgByQ_JPEG/__.jpg?type=m260
악마적 취향,완결,로맨스,이하린,"보잘것없어 보이는 편의점 알바생 박화인. 하지만 그녀의 정체는 바로 악마 중의 악마라고 칭송받던 전쟁의 여신 벨로나! 무엇 하나 부족한 것 없이 살아오던 그녀가 현재 엄청난 죄를 짓고 인간 세상에서 형벌을 받는 중이다. 그러던 중 우연히 만나게 된 한 남자……. “정신 나간 여자라니 미치겠군.” 입만 열면 독설에 싸가지로 무장한 이 남자. 그런데 옆에만 있으면 자꾸 형벌의 시간이 줄어든다? “죽어도 안 놓쳐!” 그의 곁에 남아있기 위한 그녀의 고군분투기! 그리고 대악마가 선사하는 특별한 사랑 이야기!
				",1,86,425,https://comicthumb-phinf.pstatic.net/20161019_26/pocket_1476868466949sKgPC_JPEG/_%28new%29.jpg?type=m260
백의서소,완결,로판,주썸머,"거친 모래바람을 뚫고 나타난 소녀의 손에 적장의 머리가 들려있다. “황제폐하를 뵙길 청합니다.” 계집으로 태어났으나 천하를 품고자 하는 소녀 서소. 타고난 지략으로 규국(國)의 젊은 황제 공휘를 도와 천하를 손에 쥐려한다. 그리고 황제의 자리를 노리는 홍륜과 얽힌 서소의 과거와 비밀들이 점차 밝혀지는데…. 이들의 사랑과 야망이 넘치는 동양 퓨전 스토리…!
				",1,133,460,https://comicthumb-phinf.pstatic.net/20150803_199/pocket_1438568050847ONh0w_JPEG/cover.jpg?type=m260
마성의 가정부,완결,라이트노벨,유은이,"“이건 어디서 굴러들어온 가정부야?”
원성그룹 2세 사익호의 집에 낯선 여인이 침입 아니, 입성했다. 분명 가정부인데 가정부 같지 않은 그녀의 정체는 열혈 검사 감조아.
온갖 비리로 똘똘 뭉친 원성그룹의 심장부로 잠입해 언더커버 업무를 수행하라는 지시를 받은 것!
열혈 검사답게 재벌가의 아들을 감옥에 쳐 넣기 위해 고군분투하는데, 뭔가 이상하다.
사익호! 너 정말 성격 나쁜 미친 사이코 맞니? 소문이랑 너무 다르잖아…….",1,76,172,https://comicthumb-phinf.pstatic.net/20151202_158/pocket_1449037015682TJLqW_JPEG/cover.jpg?type=m260
어린 황후,완결,로맨스,이지환,"혈육을 베고 천하를 피로 쓸어버린 철혈의 황제. 헌원 록.
제위(帝位)란 어차피 무정지로(無情之路),
여인 따위에게 마음을 빼앗기느니
차라리 그녀의 목을 먼저 베리라 생각했던 그의 앞에 하늘의 달을 닮은 그녀,
설족의 성녀 혜루가 나타났다.

“그대의 발자국이 어디로 향하는지 짐은 다 안다.
그러니 헛된 마음을 품지 마라. 이는 절대로 풀 수 없다.
다신 그대가  도망가지 않는다 믿어질 때, 비로소 풀어줄 것이야.”

힘차게 돌아가던 숙명의 수레바퀴가 잠시 멈춘 그 순간.
절대로 맺어질 수 없는 사이일 테지만
어쩔 수 없이 만나버린 천연(天緣) 안에서
누구도 예측하지 못한 격류(激流)가 흐르기 시작한다.",1,124,399,https://comicthumb-phinf.pstatic.net/20150317_140/pocket_1426567302454zNfmL_JPEG/%BE%EE%B8%B0%C8%B2%C8%C4_%C3%D6%C1%BE.jpg?type=m260
지극히 평범한,완결,로맨스,박지영,"평범한 일상의 소중함을 아는가. 스스로 지극히 평범하다고 생각하는 범상치 않은 여자 경호원 지국희. 평범한 삶을 꿈꾸는 남다른 위치의 ‘PC’ 편범안. ‘본업을 들키지 말고, 경호대상을 보호하라.’는 특명으로 위장경호를 맡게 된 국희. 그녀가 범안을 ‘다시’ 만났다. 그 연결은 빗겨간 소용돌이로 한 발 한 발 내딛게 되는 시작.
				",1,80,469,https://comicthumb-phinf.pstatic.net/20141215_70/pocket_141861872774280vLF_JPEG/%C1%F6%B1%D8%C8%F7%C6%F2%B9%FC%C7%D1%C7%A5%C1%F6%C3%D6%C1%BE%28%C0%CE%C5%B8%C0%CC%C6%B2%29.jpg?type=m260
그레이트 써전,완결,현판,수수림,"1993년 2월 첫째 주 월요일.
김지훈이 의사로서의 첫 발을 디뎠다.
그의 목표는 단 하나.
최고의 외과 의사가 되는 것이다.",1,974,596,https://comicthumb-phinf.pstatic.net/20200623_114/pocket_1592891438288EvdY8_JPEG/--2.jpg?type=m260
절대독보 [독점],완결,무협,일륜,"도마(刀魔)로부터 시작된 삼백 년간의 암흑시대.
절대의 고수들과 세력이 움켜쥔 강호무림에 일기 시작한 작은 변화.
고아 소년 독보가 세상을 향해 내딛는 한 걸음 한 걸음이 위대한 전설이 된다.",1,228,572,https://comicthumb-phinf.pstatic.net/20170222_188/pocket_1487746705926fQapa_JPEG/cover.jpg?type=m260
"향기가 없는, 그러나 치명적인 장미",완결,로맨스,정도령,"""저는 한국대 2학년 경영학과 남궁 혁입니다. 오늘 이 강의실에는 저의 여자친구가 있습니다.

그 여자친구에게 저는 이 꽃을....."" 여자들로 가득한 강의실에서 혁이는 당당하게 여자친구에게 장미꽃바구니를 내밀었다. 그 꽃을 바라보는 여자는 감격한 듯 눈물까지 머금고 그를 올려다보았다. 그 모습을 사랑스럽게 쳐다보다가 혁이는 강의실을 둘러보다 곧 꽃비 내리는 창가에 무심하게 자신을 쳐다보는 여학생에 눈이 멈추었다. 웨이브가 살짝 진 흑요색의 머리칼, 햇볕을 받은 하얀 얼굴, 반짝이는 붉은 입술. 그녀는 자신의 아내, 박 은수였다.",1,138,864,https://comicthumb-phinf.pstatic.net/20170412_18/pocket_14919441170598pJkf_JPEG/1491944116925.jpg?type=m260
거짓말의 법칙,완결,로맨스,정이준,"환자를 잃을 때마다 두려움으로 손을 떠는 의사 이태경. 어느 날 그녀의 앞에 나타난 한 남자, 권지한. 사람의 숨겨진 마음을 읽는 천재 정신과의라고? 도무지 진지함이라고는 찾아볼 수 없고, 엄청난 장난기에 능글거리기만 하는 저 남자가? 전혀 신뢰할 수 없는 그였는데, 그녀는 제 발로 그를 찾아가 말한다. “당신이 아니면 안돼요.” 누구보다 간절한 목소리로. “날 치료해줘요.” 매일 스스로에게 힘겨운 거짓말을 하며 살아가는, 거짓말쟁이들의 힐링 로맨스.
				",1,68,323,https://comicthumb-phinf.pstatic.net/20160227_151/pocket_1456566866705dHFQW_JPEG/lie_coverlogo%28650px%29.jpg?type=m260
교룡의 주인,완결,로판,은소로,"“이무기 여울. 나 유리서란을 주인으로 받들겠느냐?”

예락(霓落)국의 왕족 서란은 다른 왕족을 위해 스물두 살이 되면 제 심장의 여의주를 바쳐야 하는 ‘마니’였다.
법도에 따라 태어난 후부터 쭉 궁 안에 갇혀 지내 온 서란은, 기꺼이 그녀의 교룡이 되길 자처한 여울에게 세 가지 명령을 내리는 대가로 그가 원하던 자유를 준다.

그 후 11년이 지나고, 세상을 누비고 돌아온 여울에게 서란은 드디어 명령을 내린다.
“내게 바다를 보여 줘. 이 궐을 나가서.”

과연 그들의 외출, 아니 탈출은 성공할 수 있을지!",1,72,1202,https://comicthumb-phinf.pstatic.net/20160324_285/pocket_14588157914123a2Ij_JPEG/_.jpg?type=m260
나를 사랑한 주인님,완결,로맨스,용감한 자매,"이루어질 수 없는 위험한 사랑! 그러나 이루어져야만 하는 사랑!

신출내기 패션 디자이너 서연은 재계의 황태자 유성우의 프라이빗 쇼퍼(private shopper)로 고용된다.
성우는 미녀 영화배우인 윤수지와 결혼을 앞둔 상황.

둘의 결혼은 세기의 결혼으로 주목받지만 실상을 들어다보면 전혀 사랑이 없는 결혼이다.

그 와중에 서연은 성우의 전용기를 타고 출장길에 함께 오른다.

유럽 곳곳을 함께 여행하면서 성우와 서연 사이엔 보스와 부하직원 이상의 감정이 싹트는데...",1,125,267,https://comicthumb-phinf.pstatic.net/20150501_213/pocket_1430406337141bX5vi_JPEG/1430406337095.jpg?type=m260
절대마신 [개정판][단행본],완결,무협,장영훈,"강한 자에게는 아주 멋지고 아름답지만 약자에게는 너무도 천박하고, 독하며, 사납고, 추할 뿐인 강호. 그곳을 살아가는 한 사내의 이야기. ""왜 다시 왔어요?"" ""빚지는 게 익숙하지 않아서."" 가졌던 모든 것을 내려놓고 떠날 수밖에 없었던 사내, 이제 철무린의 새로운 강호행이 시작된다.
				",10,30,532,https://comicthumb-phinf.pstatic.net/20211229_78/pocket_1640771813477P5HH7_JPEG/CID_128121_%C0%FD%B4%EB%B8%B6%BD%C5%28%B0%B3%C1%A4%C6%C7%29%B4%DC%C7%E0%BA%BB.jpg?type=m260
풍혼,완결,무협,월인,"『사마쌍협』의 작가 월인!
그가 또 한번 무협 독자들의 가슴을 들뜨게 만든다!

《풍혼》!

살기 위해서 악귀처럼 싸웠다.
그리고 살아남았다.

임무에 살다 임무에 죽는 특임조!

이번에는 운 좋게 살아남았지만 다음 임무에서도 그렇게 되라는 보장은 없다.
다음번에는 이번 임무에서 돌아오지 못한 동료들처럼 탈영병으로 처리되어 이름 모를 골짜기에서 까마귀밥으로 사라질 수도 있다.

숨 막히는 피 냄새!
아비규환의 비명 소리!

이젠 그 모든 것들을 떨치고 바람이 되고 싶다.
한 줄기 바람이 되어 온 세상을 자유롭게 휘돌고 싶다.

고독하지만 외롭지 않고,
보이지 않지만 모든 것을 감싸고,
많은 것을 들려주지만 자기 생각을 말하지 않는…….
그런 바람으로 살아가고 싶다.",1,450,284,https://comicthumb-phinf.pstatic.net/20161111_275/pocket_147883115157347pW3_JPEG/00.jpg?type=m260
영원의 밤 [독점],완결,판타지,백묘,"아모른의 권능을 부여받아 혈귀를 처치하는 ‘오르데안’ 가문의 핏줄 샬롯. 하지만 공작의 사랑을 가득 받으며 살아왔던 그녀의 인생은, 한 남자로 인해 끔찍한 비극으로 물들어 버린다. 하루아침에 영원의 밤을 살게 되어 대부분의 기억을 잃은 샬롯. 오랜 시간을 고통과 함께 처절히 살아오던 중, 그리운 힘에 이끌려 저도 모르게 내려온 보텔로 산에서 눈부시게 아름다운 붉은 머리카락과 마주하게 되는데…….
				",1,125,871,https://comicthumb-phinf.pstatic.net/20141205_258/pocket_1417749021865Kwg5x_JPEG/%C7%A5%C1%F6_%C5%B8%C0%CC%C6%B2.jpg?type=m260
